Year,Make,Vehicle Class,Engine Size,Cylinders,Fuel,Hwy_L_per_100Km,Comb_L_per_100Km,Emissions,Transmission,Gears,Emissions Class,Fuel Efficiency
2000,Acura,Compact,1.6,4,Regular,6.7,8.1,186,Auto,4.0,Medium,Medium Efficiency
2000,Acura,Compact,1.6,4,Regular,6.5,7.6,175,Manual,5.0,Medium,High Efficiency
2000,Acura,Mid-size,3.2,6,Premium,7.4,10.0,230,Auto Shift,5.0,Medium,Medium Efficiency
2000,Acura,Mid-size,3.5,6,Premium,9.2,11.5,264,Auto,4.0,High,Medium Efficiency
2000,Acura,Subcompact,1.8,4,Regular,7.0,8.6,198,Auto,4.0,Medium,Medium Efficiency
2000,Acura,Subcompact,1.8,4,Regular,6.8,8.2,189,Manual,5.0,Medium,Medium Efficiency
2000,Acura,Subcompact,1.8,4,Premium,7.0,8.3,191,Manual,5.0,Medium,Medium Efficiency
2000,Acura,Subcompact,3.0,6,Premium,9.2,11.6,267,Auto Shift,4.0,High,Medium Efficiency
2000,Acura,Subcompact,3.2,6,Premium,9.1,11.7,269,Manual,6.0,High,Medium Efficiency
2000,Audi,Compact,1.8,4,Premium,7.2,9.5,218,Auto,5.0,Medium,Medium Efficiency
2000,Audi,Compact,1.8,4,Premium,6.8,8.4,193,Manual,5.0,Medium,Medium Efficiency
2000,Audi,Compact,2.8,6,Premium,8.2,10.8,248,Auto,5.0,Medium,Medium Efficiency
2000,Audi,Compact,2.8,6,Premium,7.5,9.8,225,Manual,5.0,Medium,Medium Efficiency
2000,Audi,Compact,1.8,4,Premium,7.7,10.1,232,Auto,5.0,Medium,Medium Efficiency
2000,Audi,Compact,1.8,4,Premium,7.5,9.3,214,Manual,5.0,Medium,Medium Efficiency
2000,Audi,Compact,2.8,6,Premium,8.5,11.1,255,Auto,5.0,High,Medium Efficiency
2000,Audi,Compact,2.8,6,Premium,8.7,10.9,251,Manual,5.0,High,Medium Efficiency
2000,Audi,Mid-size,2.8,6,Premium,8.6,11.2,258,Auto,5.0,High,Medium Efficiency
2000,Audi,Station wagon: Mid-size,2.8,6,Premium,9.1,11.7,269,Auto,5.0,High,Medium Efficiency
2000,Audi,Mid-size,2.7,6,Premium,9.0,11.5,264,Auto,5.0,High,Medium Efficiency
2000,Audi,Mid-size,2.7,6,Premium,9.1,11.6,267,Manual,6.0,High,Medium Efficiency
2000,Audi,Mid-size,2.8,6,Premium,9.1,11.7,269,Auto,5.0,High,Medium Efficiency
2000,Audi,Mid-size,2.8,6,Premium,9.2,11.3,260,Manual,5.0,High,Medium Efficiency
2000,Audi,Mid-size,4.2,8,Premium,9.1,11.7,269,Auto,5.0,High,Medium Efficiency
2000,Audi,Mid-size,4.2,8,Premium,9.1,11.7,269,Auto,5.0,High,Medium Efficiency
2000,Audi,Compact,2.7,6,Premium,9.0,11.5,264,Auto,5.0,High,Medium Efficiency
2000,Audi,Compact,2.7,6,Premium,9.1,11.6,267,Manual,6.0,High,Medium Efficiency
2000,Audi,Minicompact,1.8,4,Premium,7.6,9.8,225,Manual,5.0,Medium,Medium Efficiency
2000,Audi,Minicompact,1.8,4,Premium,7.7,9.8,225,Manual,6.0,Medium,Medium Efficiency
2000,Audi,Two-seater,1.8,4,Premium,7.3,9.3,214,Manual,5.0,Medium,Medium Efficiency
2000,Audi,Two-seater,1.8,4,Premium,7.7,9.8,225,Manual,6.0,Medium,Medium Efficiency
2000,Bmw,Compact,2.5,6,Premium,8.9,11.2,258,Auto,5.0,High,Medium Efficiency
2000,Bmw,Compact,2.5,6,Premium,8.6,10.7,246,Manual,5.0,Medium,Medium Efficiency
2000,Bmw,Compact,2.5,6,Premium,7.8,10.3,237,Auto,5.0,Medium,Medium Efficiency
2000,Bmw,Compact,2.5,6,Premium,7.5,9.7,223,Manual,5.0,Medium,Medium Efficiency
2000,Bmw,Compact,2.5,6,Premium,7.8,10.3,237,Auto,5.0,Medium,Medium Efficiency
2000,Bmw,Compact,2.5,6,Premium,7.5,9.7,223,Manual,5.0,Medium,Medium Efficiency
2000,Bmw,Compact,2.8,6,Premium,7.9,10.4,239,Auto,5.0,Medium,Medium Efficiency
2000,Bmw,Compact,2.8,6,Premium,7.5,9.7,223,Manual,5.0,Medium,Medium Efficiency
2000,Bmw,Compact,2.8,6,Premium,7.9,10.4,239,Auto,5.0,Medium,Medium Efficiency
2000,Bmw,Compact,2.8,6,Premium,7.5,9.7,223,Manual,5.0,Medium,Medium Efficiency
2000,Bmw,Compact,2.8,6,Premium,8.4,10.9,251,Auto,4.0,High,Medium Efficiency
2000,Bmw,Compact,2.8,6,Premium,7.5,9.7,223,Manual,5.0,Medium,Medium Efficiency
2000,Bmw,Station wagon: Small,2.8,6,Premium,8.4,10.9,251,Auto,4.0,High,Medium Efficiency
2000,Bmw,Station wagon: Small,2.8,6,Premium,8.3,10.8,248,Manual,5.0,Medium,Medium Efficiency
2000,Bmw,Compact,4.4,8,Premium,8.8,11.2,258,Auto,5.0,High,Medium Efficiency
2000,Bmw,Compact,4.4,8,Premium,9.1,12.2,281,Manual,6.0,High,Low Efficiency
2000,Bmw,Station wagon: Small,4.4,8,Premium,10.1,12.2,281,Auto,5.0,High,Low Efficiency
2000,Bmw,Mid-size,4.4,8,Premium,9.2,11.7,269,Auto,5.0,High,Medium Efficiency
2000,Bmw,Full-size,4.4,8,Premium,9.2,11.7,269,Auto,5.0,High,Medium Efficiency
2000,Bmw,Full-size,5.4,12,Premium,10.8,14.4,331,Auto,5.0,High,Low Efficiency
2000,Bmw,Two-seater,3.2,6,Premium,8.5,10.6,244,Manual,5.0,Medium,Medium Efficiency
2000,Bmw,Minicompact,3.2,6,Premium,8.5,10.6,244,Manual,5.0,Medium,Medium Efficiency
2000,Bmw,Compact,4.9,8,Premium,10.4,14.4,331,Manual,6.0,High,Low Efficiency
2000,Bmw,SUV: Standard,4.4,8,Premium,8.6,11.2,258,Auto,5.0,High,Medium Efficiency
2000,Bmw,Subcompact,2.5,6,Premium,8.3,10.6,244,Auto,4.0,Medium,Medium Efficiency
2000,Bmw,Subcompact,2.5,6,Premium,8.0,10.1,232,Manual,5.0,Medium,Medium Efficiency
2000,Bmw,Subcompact,2.8,6,Premium,8.4,10.6,244,Auto,4.0,Medium,Medium Efficiency
2000,Bmw,Subcompact,2.8,6,Premium,8.4,10.6,244,Manual,5.0,Medium,Medium Efficiency
2000,Bmw,Two-seater,4.9,8,Premium,11.1,14.6,336,Manual,6.0,High,Low Efficiency
2000,Buick,Mid-size,3.1,6,Regular,7.3,9.7,223,Auto,4.0,Medium,Medium Efficiency
2000,Buick,Full-size,3.8,6,Regular,7.3,10.0,230,Auto,4.0,Medium,Medium Efficiency
2000,Buick,Full-size,3.8,6,Regular,7.7,10.5,242,Auto,4.0,Medium,Medium Efficiency
2000,Buick,Full-size,3.8,6,Premium,8.0,11.0,253,Auto,4.0,High,Medium Efficiency
2000,Buick,Mid-size,3.8,6,Regular,7.4,9.9,228,Auto,4.0,Medium,Medium Efficiency
2000,Buick,Mid-size,3.8,6,Premium,8.0,11.0,253,Auto,4.0,High,Medium Efficiency
2000,Cadillac,Mid-size,3.0,6,Premium,8.8,11.2,258,Auto,4.0,High,Medium Efficiency
2000,Cadillac,Full-size,4.6,8,Premium,8.1,11.3,260,Auto,4.0,High,Medium Efficiency
2000,Cadillac,Mid-size,4.6,8,Premium,8.1,11.3,260,Auto,4.0,High,Medium Efficiency
2000,Cadillac,SUV: Standard,5.7,8,Regular,13.4,16.6,382,Auto,4.0,High,Low Efficiency
2000,Cadillac,Mid-size,4.6,8,Premium,8.1,11.3,260,Auto,4.0,High,Medium Efficiency
2000,Chevrolet,Van:Cargo,4.3,6,Regular,11.1,13.4,308,Auto,4.0,High,Low Efficiency
2000,Chevrolet,Van: Passenger,4.3,6,Regular,11.4,13.8,317,Auto,4.0,High,Low Efficiency
2000,Chevrolet,Van:Cargo,4.3,6,Regular,10.8,12.8,294,Auto,4.0,High,Low Efficiency
2000,Chevrolet,Van: Passenger,4.3,6,Regular,11.9,14.1,324,Auto,4.0,High,Low Efficiency
2000,Chevrolet,SUV: Standard,4.3,6,Regular,10.8,12.8,294,Auto,4.0,High,Low Efficiency
2000,Chevrolet,SUV: Standard,4.3,6,Regular,9.9,12.5,288,Manual,5.0,High,Low Efficiency
2000,Chevrolet,SUV: Standard,4.3,6,Regular,11.1,13.4,308,Auto,4.0,High,Low Efficiency
2000,Chevrolet,SUV: Standard,4.3,6,Regular,12.4,14.9,343,Manual,5.0,High,Low Efficiency
2000,Chevrolet,Pickup truck: Standard,4.3,6,Regular,11.9,14.1,324,Auto,4.0,High,Low Efficiency
2000,Chevrolet,Pickup truck: Standard,4.3,6,Regular,12.3,14.7,338,Manual,5.0,High,Low Efficiency
2000,Chevrolet,Pickup truck: Standard,4.8,8,Regular,10.4,12.7,292,Auto,4.0,High,Low Efficiency
2000,Chevrolet,Pickup truck: Standard,4.8,8,Regular,11.0,14.4,331,Manual,5.0,High,Low Efficiency
2000,Chevrolet,Pickup truck: Standard,5.3,8,Regular,10.8,13.1,301,Auto,4.0,High,Low Efficiency
2000,Chevrolet,Pickup truck: Standard,5.3,8,Regular,12.0,14.3,329,Auto,4.0,High,Low Efficiency
2000,Chevrolet,Pickup truck: Standard,6.0,8,Regular,13.6,16.8,386,Auto,4.0,High,Low Efficiency
2000,Chevrolet,Subcompact,3.8,6,Regular,7.5,10.2,235,Auto,4.0,Medium,Medium Efficiency
2000,Chevrolet,Subcompact,3.8,6,Regular,7.1,9.9,228,Manual,5.0,Medium,Medium Efficiency
2000,Chevrolet,Subcompact,5.7,8,Premium,9.1,11.7,269,Auto,4.0,High,Medium Efficiency
2000,Chevrolet,Subcompact,5.7,8,Premium,8.1,10.8,248,Manual,6.0,Medium,Medium Efficiency
2000,Chevrolet,Subcompact,2.2,4,Regular,6.9,8.7,200,Auto,4.0,Medium,Medium Efficiency
2000,Chevrolet,Subcompact,2.2,4,Regular,6.5,8.9,205,Manual,5.0,Medium,Medium Efficiency
2000,Chevrolet,Subcompact,2.4,4,Regular,7.4,9.4,216,Auto,4.0,Medium,Medium Efficiency
2000,Chevrolet,Subcompact,2.4,4,Regular,6.5,8.8,202,Manual,5.0,Medium,Medium Efficiency
2000,Chevrolet,Subcompact,2.2,4,Regular,7.5,9.1,209,Auto,3.0,Medium,Medium Efficiency
2000,Chevrolet,Subcompact,5.7,8,Premium,9.1,11.7,269,Auto,4.0,High,Medium Efficiency
2000,Chevrolet,Subcompact,5.7,8,Premium,7.9,10.6,244,Manual,6.0,Medium,Medium Efficiency
2000,Chevrolet,Van:Cargo,4.3,6,Regular,11.9,14.2,327,Auto,4.0,High,Low Efficiency
2000,Chevrolet,Van:Cargo,5.0,8,Regular,11.8,14.3,329,Auto,4.0,High,Low Efficiency
2000,Chevrolet,Van:Cargo,5.7,8,Regular,12.7,15.3,352,Auto,4.0,High,Low Efficiency
2000,Chevrolet,Van: Passenger,4.3,6,Regular,12.2,14.6,336,Auto,4.0,High,Low Efficiency
2000,Chevrolet,Van: Passenger,5.0,8,Regular,12.3,14.7,338,Auto,4.0,High,Low Efficiency
2000,Chevrolet,Van: Passenger,5.7,8,Regular,13.6,16.4,377,Auto,4.0,High,Low Efficiency
2000,Chevrolet,Full-size,3.4,6,Regular,7.2,9.9,228,Auto,4.0,Medium,Medium Efficiency
2000,Chevrolet,Full-size,3.8,6,Regular,7.4,9.9,228,Auto,4.0,Medium,Medium Efficiency
2000,Chevrolet,Pickup truck: Standard,4.3,6,Regular,11.1,13.4,308,Auto,4.0,High,Low Efficiency
2000,Chevrolet,Pickup truck: Standard,4.3,6,Regular,12.4,14.9,343,Manual,5.0,High,Low Efficiency
2000,Chevrolet,Pickup truck: Standard,4.8,8,Regular,12.0,14.0,322,Auto,4.0,High,Low Efficiency
2000,Chevrolet,Pickup truck: Standard,4.8,8,Regular,12.5,15.6,359,Manual,5.0,High,Low Efficiency
2000,Chevrolet,Pickup truck: Standard,5.3,8,Regular,12.3,14.4,331,Auto,4.0,High,Low Efficiency
2000,Chevrolet,SUV: Standard,5.7,8,Regular,13.6,16.6,382,Auto,4.0,High,Low Efficiency
2000,Chevrolet,Mid-size,3.4,6,Regular,7.2,9.9,228,Auto,4.0,Medium,Medium Efficiency
2000,Chevrolet,Mid-size,3.8,6,Regular,7.4,9.9,228,Auto,4.0,Medium,Medium Efficiency
2000,Chevrolet,Mid-size,3.1,6,Regular,7.3,9.7,223,Auto,4.0,Medium,Medium Efficiency
2000,Chevrolet,Subcompact,1.0,3,Regular,4.5,5.3,122,Manual,5.0,Low,High Efficiency
2000,Chevrolet,Subcompact,1.3,4,Regular,6.2,7.1,163,Auto,3.0,Medium,High Efficiency
2000,Chevrolet,Subcompact,1.3,4,Regular,4.9,5.7,131,Manual,5.0,Low,High Efficiency
2000,Chevrolet,SUV: Standard,5.3,8,Regular,12.5,15.0,345,Auto,4.0,High,Low Efficiency
2000,Chevrolet,SUV: Standard,4.8,8,Regular,12.7,15.0,345,Auto,4.0,High,Low Efficiency
2000,Chevrolet,SUV: Standard,5.3,8,Regular,12.5,15.0,345,Auto,4.0,High,Low Efficiency
2000,Chevrolet,SUV: Standard,4.8,8,Regular,12.7,15.0,345,Auto,4.0,High,Low Efficiency
2000,Chevrolet,SUV: Standard,5.3,8,Regular,12.6,15.1,347,Auto,4.0,High,Low Efficiency
2000,Chevrolet,Pickup truck: Small,2.2,4,Regular,8.4,10.5,242,Auto,4.0,Medium,Medium Efficiency
2000,Chevrolet,Pickup truck: Small,2.2,4,Regular,7.4,9.3,214,Manual,5.0,Medium,Medium Efficiency
2000,Chevrolet,Pickup truck: Small,4.3,6,Regular,9.7,12.0,276,Auto,4.0,High,Medium Efficiency
2000,Chevrolet,Pickup truck: Small,4.3,6,Regular,9.7,12.3,283,Manual,5.0,High,Low Efficiency
2000,Chevrolet,Pickup truck: Standard,4.3,6,Regular,10.9,13.2,304,Auto,4.0,High,Low Efficiency
2000,Chevrolet,Pickup truck: Standard,4.3,6,Regular,10.1,12.6,290,Manual,5.0,High,Low Efficiency
2000,Chevrolet,SUV: Standard,2.0,4,Regular,8.3,9.4,216,Auto,4.0,Medium,Medium Efficiency
2000,Chevrolet,SUV: Standard,2.0,4,Regular,8.5,9.6,221,Manual,5.0,Medium,Medium Efficiency
2000,Chevrolet,SUV: Standard,1.6,4,Regular,7.6,8.5,196,Manual,5.0,Medium,Medium Efficiency
2000,Chevrolet,SUV: Standard,2.0,4,Regular,8.4,9.4,216,Auto,4.0,Medium,Medium Efficiency
2000,Chevrolet,SUV: Standard,2.0,4,Regular,8.5,9.6,221,Manual,5.0,Medium,Medium Efficiency
2000,Chevrolet,Minivan,3.4,6,Regular,8.4,10.7,246,Auto,4.0,Medium,Medium Efficiency
2000,Chrysler,Full-size,3.5,6,Regular,8.2,10.7,246,Auto Shift,4.0,Medium,Medium Efficiency
2000,Chrysler,Mid-size,2.4,4,Regular,7.8,10.1,232,Auto,4.0,Medium,Medium Efficiency
2000,Chrysler,Mid-size,2.5,6,Regular,7.9,10.2,235,Auto,4.0,Medium,Medium Efficiency
2000,Chrysler,Full-size,2.7,6,Regular,7.5,9.8,225,Auto,4.0,Medium,Medium Efficiency
2000,Chrysler,Full-size,3.2,6,Regular,7.9,10.5,242,Auto,4.0,Medium,Medium Efficiency
2000,Chrysler,Full-size,2.7,6,Regular,7.5,9.8,225,Auto,4.0,Medium,Medium Efficiency
2000,Chrysler,Full-size,2.7,6,Regular,7.4,9.8,225,Auto Shift,4.0,Medium,Medium Efficiency
2000,Chrysler,Full-size,3.2,6,Regular,7.8,10.4,239,Auto Shift,4.0,Medium,Medium Efficiency
2000,Chrysler,Full-size,3.5,6,Regular,8.2,10.7,246,Auto Shift,4.0,Medium,Medium Efficiency
2000,Chrysler,Full-size,3.5,6,Regular,8.3,10.9,251,Auto,4.0,High,Medium Efficiency
2000,Chrysler,Compact,2.0,4,Regular,7.0,8.4,193,Auto,3.0,Medium,Medium Efficiency
2000,Chrysler,Compact,2.0,4,Regular,6.2,7.4,170,Manual,5.0,Medium,High Efficiency
2000,Chrysler,Subcompact,2.4,4,Regular,8.6,10.4,239,Auto,4.0,Medium,Medium Efficiency
2000,Chrysler,Subcompact,2.4,4,Regular,8.3,10.2,235,Manual,5.0,Medium,Medium Efficiency
2000,Chrysler,Compact,2.5,6,Regular,7.8,10.1,232,Auto,4.0,Medium,Medium Efficiency
2000,Chrysler,Compact,2.5,6,Regular,7.9,10.2,235,Auto,4.0,Medium,Medium Efficiency
2000,Chrysler,Compact,2.5,6,Regular,8.4,11.0,253,Auto Shift,4.0,High,Medium Efficiency
2000,Chrysler,Minivan,3.8,6,Regular,9.1,11.6,267,Auto,4.0,High,Medium Efficiency
2000,Chrysler,Minivan,3.8,6,Regular,9.5,12.2,281,Auto,4.0,High,Low Efficiency
2000,Daewoo,Subcompact,1.5,4,Regular,5.9,8.1,186,Auto,4.0,Medium,Medium Efficiency
2000,Daewoo,Subcompact,1.5,4,Regular,5.9,7.6,175,Manual,5.0,Medium,High Efficiency
2000,Daewoo,Subcompact,1.6,4,Regular,6.4,8.5,196,Auto,4.0,Medium,Medium Efficiency
2000,Daewoo,Subcompact,1.6,4,Regular,6.0,7.7,177,Manual,5.0,Medium,High Efficiency
2000,Daewoo,Compact,2.2,4,Regular,7.8,10.0,230,Auto,4.0,Medium,Medium Efficiency
2000,Daewoo,Compact,2.2,4,Regular,7.4,9.7,223,Manual,5.0,Medium,Medium Efficiency
2000,Daewoo,Compact,2.0,4,Regular,7.1,9.0,207,Auto,4.0,Medium,Medium Efficiency
2000,Daewoo,Compact,2.0,4,Regular,6.9,8.8,202,Manual,5.0,Medium,Medium Efficiency
2000,Daewoo,Station wagon: Small,2.0,4,Regular,7.1,9.0,207,Auto,4.0,Medium,Medium Efficiency
2000,Daewoo,Station wagon: Small,2.0,4,Regular,6.9,8.9,205,Manual,5.0,Medium,Medium Efficiency
2000,Dodge,Minivan,3.0,6,Regular,8.6,11.0,253,Auto,4.0,High,Medium Efficiency
2000,Dodge,Minivan,3.3,6,Regular,8.6,11.0,253,Auto,4.0,High,Medium Efficiency
2000,Dodge,Minivan,3.8,6,Regular,9.1,11.6,267,Auto,4.0,High,Medium Efficiency
2000,Dodge,Minivan,3.3,6,Regular,8.6,11.0,253,Auto,4.0,High,Medium Efficiency
2000,Dodge,Minivan,3.3,6,Ethanol,12.1,15.7,251,Auto,4.0,High,Low Efficiency
2000,Dodge,Pickup truck: Standard,3.9,6,Regular,10.2,12.6,290,Auto,4.0,High,Low Efficiency
2000,Dodge,Pickup truck: Standard,3.9,6,Regular,9.6,12.6,290,Manual,5.0,High,Low Efficiency
2000,Dodge,Pickup truck: Standard,4.7,8,Regular,11.0,13.6,313,Auto,4.0,High,Low Efficiency
2000,Dodge,Pickup truck: Standard,4.7,8,Regular,10.8,13.9,320,Manual,5.0,High,Low Efficiency
2000,Dodge,Pickup truck: Standard,5.9,8,Regular,13.2,16.3,375,Auto,4.0,High,Low Efficiency
2000,Dodge,Pickup truck: Standard,3.9,6,Regular,12.1,14.4,331,Auto,4.0,High,Low Efficiency
2000,Dodge,Pickup truck: Standard,3.9,6,Regular,11.8,14.8,340,Manual,5.0,High,Low Efficiency
2000,Dodge,Pickup truck: Standard,4.7,8,Regular,11.4,14.2,327,Auto,4.0,High,Low Efficiency
2000,Dodge,Pickup truck: Standard,4.7,8,Regular,11.8,14.7,338,Manual,5.0,High,Low Efficiency
2000,Dodge,Pickup truck: Standard,5.9,8,Regular,13.4,17.2,396,Auto,4.0,High,Low Efficiency
2000,Dodge,SUV: Standard,4.7,8,Regular,12.0,15.0,345,Auto,4.0,High,Low Efficiency
2000,Dodge,SUV: Standard,5.9,8,Regular,13.4,17.2,396,Auto,4.0,High,Low Efficiency
2000,Dodge,SUV: Standard,5.9,8,Premium,13.4,17.2,396,Auto,4.0,High,Low Efficiency
2000,Dodge,Minivan,3.0,6,Regular,8.6,11.0,253,Auto,4.0,High,Medium Efficiency
2000,Dodge,Minivan,3.3,6,Regular,8.6,11.0,253,Auto,4.0,High,Medium Efficiency
2000,Dodge,Minivan,3.8,6,Regular,9.1,11.6,267,Auto,4.0,High,Medium Efficiency
2000,Dodge,Minivan,3.8,6,Regular,9.2,11.8,271,Auto Shift,4.0,High,Medium Efficiency
2000,Dodge,Minivan,3.8,6,Regular,9.5,12.2,281,Auto,4.0,High,Low Efficiency
2000,Dodge,Minivan,3.8,6,Regular,9.6,12.4,285,Auto Shift,4.0,High,Low Efficiency
2000,Dodge,Minivan,3.3,6,Regular,8.6,11.0,253,Auto,4.0,High,Medium Efficiency
2000,Dodge,Minivan,3.3,6,Ethanol,12.1,15.7,251,Auto,4.0,High,Low Efficiency
2000,Dodge,Pickup truck: Standard,3.9,6,Regular,10.7,13.4,308,Auto,4.0,High,Low Efficiency
2000,Dodge,Pickup truck: Standard,3.9,6,Regular,10.3,13.3,306,Manual,5.0,High,Low Efficiency
2000,Dodge,Pickup truck: Standard,5.2,8,Regular,11.7,15.2,350,Auto,4.0,High,Low Efficiency
2000,Dodge,Pickup truck: Standard,5.2,8,Regular,11.5,15.2,350,Manual,5.0,High,Low Efficiency
2000,Dodge,Pickup truck: Standard,5.9,8,Regular,12.0,16.1,370,Auto,4.0,High,Low Efficiency
2000,Dodge,Pickup truck: Standard,5.2,8,Regular,13.3,16.8,386,Auto,4.0,High,Low Efficiency
2000,Dodge,Pickup truck: Standard,5.2,8,Regular,13.0,16.9,389,Manual,5.0,High,Low Efficiency
2000,Dodge,Pickup truck: Standard,5.9,8,Regular,12.6,16.4,377,Auto,4.0,High,Low Efficiency
2000,Dodge,Van:Cargo,3.9,6,Regular,12.9,14.5,334,Auto,3.0,High,Low Efficiency
2000,Dodge,Van:Cargo,5.2,8,Regular,11.5,14.9,343,Auto,4.0,High,Low Efficiency
2000,Dodge,Van:Cargo,5.9,8,Regular,13.2,16.3,375,Auto,4.0,High,Low Efficiency
2000,Dodge,Van: Passenger,3.9,6,Regular,13.3,15.1,347,Auto,3.0,High,Low Efficiency
2000,Dodge,Van: Passenger,5.2,8,Regular,11.6,15.2,350,Auto,4.0,High,Low Efficiency
2000,Dodge,Van:Cargo,5.2,8,Regular,11.6,15.2,350,Auto,4.0,High,Low Efficiency
2000,Dodge,Van:Cargo,5.9,8,Regular,11.9,16.1,370,Auto,4.0,High,Low Efficiency
2000,Dodge,Van:Cargo,5.2,8,Natural Gas,13.7,16.6,314,Auto,4.0,High,Low Efficiency
2000,Dodge,Van: Passenger,5.2,8,Regular,14.0,17.2,396,Auto,4.0,High,Low Efficiency
2000,Dodge,Van: Passenger,5.9,8,Regular,12.1,16.3,375,Auto,4.0,High,Low Efficiency
2000,Ford,Compact,2.0,4,Regular,6.4,8.2,189,Manual,5.0,Medium,Medium Efficiency
2000,Ford,Compact,2.5,6,Regular,7.6,9.8,225,Auto,4.0,Medium,Medium Efficiency
2000,Ford,Compact,2.5,6,Regular,7.5,9.9,228,Manual,5.0,Medium,Medium Efficiency
2000,Ford,Full-size,4.6,8,Regular,8.8,11.4,262,Auto,4.0,High,Medium Efficiency
2000,Ford,Van: Passenger,4.2,6,Regular,12.4,15.1,347,Auto,4.0,High,Low Efficiency
2000,Ford,Van: Passenger,4.6,8,Regular,11.9,14.7,338,Auto,4.0,High,Low Efficiency
2000,Ford,Van: Passenger,5.4,8,Regular,12.5,15.5,356,Auto,4.0,High,Low Efficiency
2000,Ford,Van:Cargo,4.2,6,Regular,12.1,14.9,343,Auto,4.0,High,Low Efficiency
2000,Ford,Van:Cargo,4.6,8,Regular,11.1,13.8,317,Auto,4.0,High,Low Efficiency
2000,Ford,Van:Cargo,5.4,8,Regular,11.3,13.9,320,Auto,4.0,High,Low Efficiency
2000,Ford,Van:Cargo,4.2,6,Regular,12.3,15.0,345,Auto,4.0,High,Low Efficiency
2000,Ford,Van:Cargo,5.4,8,Regular,12.1,15.5,356,Auto,4.0,High,Low Efficiency
2000,Ford,Compact,2.0,4,Regular,6.6,8.1,186,Auto,4.0,Medium,Medium Efficiency
2000,Ford,Compact,2.0,4,Regular,6.6,8.1,186,Manual,5.0,Medium,Medium Efficiency
2000,Ford,SUV: Standard,4.6,8,Regular,11.1,13.8,317,Auto,4.0,High,Low Efficiency
2000,Ford,SUV: Standard,5.4,8,Regular,12.1,15.5,356,Auto,4.0,High,Low Efficiency
2000,Ford,SUV: Standard,4.6,8,Regular,12.2,15.1,347,Auto,4.0,High,Low Efficiency
2000,Ford,SUV: Standard,5.4,8,Regular,13.1,16.4,377,Auto,4.0,High,Low Efficiency
2000,Ford,SUV: Standard,4.0,6,Regular,9.5,11.6,267,Manual,5.0,High,Medium Efficiency
2000,Ford,SUV: Standard,5.0,8,Regular,11.2,14.2,327,Auto,4.0,High,Low Efficiency
2000,Ford,SUV: Standard,4.0,6,Regular,10.6,12.9,297,Manual,5.0,High,Low Efficiency
2000,Ford,SUV: Standard,5.0,8,Regular,11.1,14.3,329,Auto,4.0,High,Low Efficiency
2000,Ford,SUV: Standard,4.0,6,Regular,11.6,13.7,315,Auto,5.0,High,Low Efficiency
2000,Ford,SUV: Standard,4.0,6,Regular,11.0,13.5,310,Auto,5.0,High,Low Efficiency
2000,Ford,SUV: Standard,4.0,6,Regular,10.4,12.8,294,Auto,5.0,High,Low Efficiency
2000,Ford,SUV: Standard,4.0,6,Regular,10.8,13.1,301,Auto,5.0,High,Low Efficiency
2000,Ford,Pickup truck: Standard,4.2,6,Regular,10.7,13.1,301,Auto,4.0,High,Low Efficiency
2000,Ford,Pickup truck: Standard,4.2,6,Regular,10.4,12.7,292,Manual,5.0,High,Low Efficiency
2000,Ford,Pickup truck: Standard,4.6,8,Regular,10.7,13.2,304,Auto,4.0,High,Low Efficiency
2000,Ford,Pickup truck: Standard,4.6,8,Regular,10.6,13.6,313,Manual,5.0,High,Low Efficiency
2000,Ford,Pickup truck: Standard,5.4,8,Regular,11.3,13.9,320,Auto,4.0,High,Low Efficiency
2000,Ford,Pickup truck: Standard,4.2,6,Regular,11.5,13.8,317,Auto,4.0,High,Low Efficiency
2000,Ford,Pickup truck: Standard,4.2,6,Regular,11.9,14.3,329,Manual,5.0,High,Low Efficiency
2000,Ford,Pickup truck: Standard,4.6,8,Regular,12.0,14.6,336,Auto,4.0,High,Low Efficiency
2000,Ford,Pickup truck: Standard,4.6,8,Regular,11.7,14.6,336,Manual,5.0,High,Low Efficiency
2000,Ford,Pickup truck: Standard,5.4,8,Regular,13.3,16.3,375,Auto,4.0,High,Low Efficiency
2000,Ford,Compact,2.0,4,Regular,6.9,8.3,191,Auto,4.0,Medium,Medium Efficiency
2000,Ford,Compact,2.0,4,Regular,6.5,8.1,186,Manual,5.0,Medium,Medium Efficiency
2000,Ford,Station wagon: Mid-size,2.0,4,Regular,6.8,8.2,189,Auto,4.0,Medium,Medium Efficiency
2000,Ford,Station wagon: Mid-size,2.0,4,Regular,6.4,8.1,186,Manual,5.0,Medium,Medium Efficiency
2000,Ford,Full-size,4.6,8,Regular,8.7,11.3,260,Auto,4.0,High,Medium Efficiency
2000,Ford,Subcompact,3.8,6,Regular,7.9,10.1,232,Auto,4.0,Medium,Medium Efficiency
2000,Ford,Subcompact,3.8,6,Regular,7.6,10.1,232,Manual,5.0,Medium,Medium Efficiency
2000,Ford,Subcompact,4.6,8,Regular,9.1,11.5,264,Auto,4.0,High,Medium Efficiency
2000,Ford,Subcompact,4.6,8,Regular,8.8,11.6,267,Manual,5.0,High,Medium Efficiency
2000,Ford,Subcompact,4.6,8,Regular,8.9,11.8,271,Manual,5.0,High,Medium Efficiency
2000,Ford,Pickup truck: Standard,3.0,6,Regular,9.5,12.0,276,Auto,4.0,High,Medium Efficiency
